R2_1-m/m	R2_2-m/m	R2_3-m/m	e1	e2
0.00018757	-0.00142425	0.00029033	-0.00142504	0.00190294
0.00018862	-0.00142282	0.00029111	-0.00142361	0.00190334
0.00018598	-0.00142587	0.00029027	-0.00142669	0.00190294
0.00018656	-0.00142570	0.00029161	-0.00142653	0.00190469
0.00018705	-0.00142567	0.00029222	-0.00142650	0.00190577
0.00018725	-0.00142487	0.00029477	-0.00142574	0.00190776
0.00019094	-0.00142535	0.00029406	-0.00142614	0.00191115
0.00019444	-0.00142792	0.00029777	-0.00142872	0.00192093
0.00019773	-0.00142969	0.00029886	-0.00143045	0.00192705
0.00019465	-0.00143174	0.00029680	-0.00143252	0.00192397
0.00019154	-0.00143157	0.00029568	-0.00143238	0.00191960
0.00019355	-0.00143219	0.00029707	-0.00143299	0.00192361
0.00019449	-0.00143538	0.00029567	-0.00143614	0.00192630
0.00019558	-0.00143648	0.00029861	-0.00143727	0.00193146
0.00019544	-0.00143663	0.00029616	-0.00143738	0.00192898
0.00019749	-0.00143766	0.00029611	-0.00143838	0.00193198
0.00019703	-0.00143852	0.00029684	-0.00143926	0.00193313
0.00019287	-0.00143856	0.00029802	-0.00143938	0.00193027
0.00019354	-0.00143982	0.00029568	-0.00144059	0.00192982
0.00019338	-0.00143769	0.00029565	-0.00143847	0.00192750
0.00019566	-0.00143909	0.00029784	-0.00143987	0.00193336
0.00019488	-0.00143873	0.00029825	-0.00143952	0.00193266
0.00019452	-0.00144148	0.00029716	-0.00144226	0.00193393
0.00019389	-0.00143929	0.00029787	-0.00144009	0.00193184
0.00019474	-0.00144069	0.00029793	-0.00144148	0.00193415
0.00019485	-0.00144037	0.00029771	-0.00144115	0.00193371
0.00019294	-0.00144075	0.00029588	-0.00144154	0.00193036
0.00019520	-0.00144098	0.00029685	-0.00144174	0.00193379
0.00019542	-0.00144137	0.00029787	-0.00144214	0.00193544
0.00019615	-0.00143969	0.00029684	-0.00144044	0.00193343
0.00019531	-0.00144110	0.00029781	-0.00144188	0.00193500
0.00019302	-0.00144091	0.00029765	-0.00144172	0.00193239
0.00019539	-0.00144222	0.00029951	-0.00144303	0.00193792
0.00019897	-0.00144096	0.00029971	-0.00144171	0.00194040
0.00019861	-0.00144331	0.00030146	-0.00144409	0.00194416
0.00020122	-0.00144401	0.00030294	-0.00144477	0.00194893
0.00020061	-0.00144917	0.00030489	-0.00144997	0.00195547
0.00019325	-0.00146744	0.00030388	-0.00146833	0.00196546
0.00017897	-0.00150789	0.00030010	-0.00150894	0.00198802
0.00017973	-0.00153073	0.00029307	-0.00153164	0.00200444
0.00018182	-0.00153663	0.00028914	-0.00153744	0.00200840
0.00018007	-0.00153878	0.00029009	-0.00153963	0.00200979
0.00018307	-0.00154327	0.00028938	-0.00154407	0.00201652
0.00018483	-0.00154295	0.00029185	-0.00154375	0.00202043
0.00018315	-0.00154278	0.00029136	-0.00154361	0.00201812
0.00018515	-0.00154456	0.00029174	-0.00154536	0.00202226
0.00018644	-0.00154656	0.00029390	-0.00154737	0.00202771
0.00018727	-0.00154872	0.00029601	-0.00154955	0.00203282
0.00018737	-0.00155273	0.00029555	-0.00155354	0.00203646
0.00018857	-0.00155324	0.00029378	-0.00155401	0.00203636
0.00018945	-0.00155339	0.00029566	-0.00155418	0.00203929
0.00018596	-0.00155294	0.00029363	-0.00155375	0.00203334
0.00018802	-0.00155475	0.00029557	-0.00155556	0.00203914
0.00018878	-0.00155426	0.00029786	-0.00155508	0.00204172
0.00018847	-0.00155274	0.00029695	-0.00155356	0.00203898
0.00018895	-0.00155477	0.00029715	-0.00155558	0.00204168
0.00018935	-0.00155614	0.00029618	-0.00155693	0.00204246
0.00019050	-0.00155513	0.00029633	-0.00155591	0.00204274
0.00019011	-0.00155528	0.00029715	-0.00155608	0.00204333
0.00019008	-0.00155460	0.00029798	-0.00155541	0.00204347
0.00019180	-0.00155630	0.00029566	-0.00155704	0.00204450
0.00019051	-0.00155585	0.00029894	-0.00155667	0.00204612
0.00019200	-0.00155690	0.00029933	-0.00155769	0.00204902
0.00019125	-0.00155762	0.00029764	-0.00155841	0.00204730
0.00019218	-0.00155553	0.00029921	-0.00155632	0.00204772
0.00019194	-0.00155634	0.00029998	-0.00155714	0.00204906
0.00019090	-0.00155772	0.00030008	-0.00155855	0.00204953
0.00019291	-0.00155826	0.00030043	-0.00155906	0.00205241
0.00019258	-0.00155713	0.00030028	-0.00155793	0.00205079
0.00019158	-0.00155709	0.00030147	-0.00155793	0.00205098
0.00019354	-0.00155724	0.00030042	-0.00155804	0.00205200
0.00019275	-0.00155846	0.00029877	-0.00155924	0.00205075
0.00019098	-0.00156118	0.00030061	-0.00156201	0.00205361
0.00019172	-0.00156004	0.00029961	-0.00156085	0.00205218
0.00019016	-0.00156020	0.00029859	-0.00156102	0.00204977
0.00019321	-0.00155919	0.00030102	-0.00156000	0.00205424
0.00019127	-0.00155869	0.00030088	-0.00155952	0.00205168
0.00019255	-0.00155916	0.00030104	-0.00155997	0.00205357
0.00019374	-0.00155789	0.00030177	-0.00155870	0.00205421
0.00019366	-0.00156102	0.00030062	-0.00156181	0.00205609
0.00019577	-0.00155761	0.00030074	-0.00155837	0.00205489
0.00019365	-0.00155936	0.00030111	-0.00156016	0.00205491
0.00019404	-0.00156018	0.00030296	-0.00156099	0.00205799
0.00019373	-0.00155916	0.00030335	-0.00155999	0.00205707
0.00019425	-0.00155956	0.00029974	-0.00156033	0.00205432
0.00019458	-0.00156045	0.00030310	-0.00156127	0.00205895
0.00019334	-0.00156197	0.00030150	-0.00156278	0.00205762
0.00019356	-0.00156062	0.00030382	-0.00156146	0.00205883
0.00019339	-0.00156238	0.00030361	-0.00156322	0.00206022
0.00019321	-0.00156062	0.00030106	-0.00156143	0.00205570
0.00019519	-0.00156112	0.00030327	-0.00156193	0.00206040
0.00019390	-0.00155997	0.00030282	-0.00156079	0.00205750
0.00019370	-0.00155898	0.00030283	-0.00155980	0.00205634
0.00019533	-0.00156065	0.00030281	-0.00156145	0.00205959
0.00019421	-0.00156338	0.00030353	-0.00156421	0.00206194
0.00019501	-0.00156121	0.00030312	-0.00156202	0.00206015
0.00019715	-0.00155895	0.00030637	-0.00155978	0.00206330
0.00019428	-0.00155896	0.00030416	-0.00155980	0.00205824
0.00019730	-0.00155991	0.00030200	-0.00156066	0.00205996
0.00019634	-0.00156070	0.00030436	-0.00156151	0.00206220
0.00019665	-0.00156199	0.00030382	-0.00156278	0.00206325
0.00019629	-0.00156231	0.00030276	-0.00156309	0.00206214
0.00019679	-0.00155970	0.00030551	-0.00156052	0.00206281
0.00020098	-0.00156222	0.00030797	-0.00156300	0.00207196
0.00020222	-0.00156205	0.00031048	-0.00156286	0.00207556
0.00020524	-0.00156551	0.00031247	-0.00156630	0.00208401
0.00020599	-0.00157353	0.00031204	-0.00157430	0.00209232
0.00020055	-0.00157869	0.00031091	-0.00157952	0.00209097
0.00020145	-0.00158089	0.00030868	-0.00158168	0.00209180
0.00020040	-0.00158147	0.00030909	-0.00158228	0.00209177
0.00019888	-0.00158191	0.00030780	-0.00158272	0.00208940
0.00020095	-0.00158448	0.00031001	-0.00158529	0.00209624
0.00019860	-0.00158466	0.00030994	-0.00158550	0.00209404
0.00020103	-0.00158195	0.00030874	-0.00158274	0.00209251
0.00020189	-0.00158594	0.00031184	-0.00158676	0.00210050
0.00020212	-0.00158698	0.00030857	-0.00158774	0.00209843
0.00020211	-0.00158604	0.00030944	-0.00158682	0.00209838
0.00019878	-0.00158434	0.00030887	-0.00158517	0.00209282
0.00020065	-0.00158501	0.00031003	-0.00158582	0.00209650
0.00019872	-0.00158245	0.00031053	-0.00158330	0.00209255
0.00020134	-0.00158526	0.00030851	-0.00158604	0.00209590
0.00019990	-0.00158504	0.00030936	-0.00158586	0.00209512
0.00020113	-0.00158484	0.00030979	-0.00158565	0.00209656
0.00020096	-0.00158450	0.00030868	-0.00158529	0.00209493
0.00020354	-0.00158329	0.00031118	-0.00158407	0.00209879
0.00020248	-0.00158780	0.00031120	-0.00158860	0.00210228
0.00020266	-0.00158537	0.00031207	-0.00158618	0.00210091
0.00020360	-0.00158717	0.00031410	-0.00158800	0.00210569
0.00020745	-0.00158922	0.00031527	-0.00159001	0.00211273
0.00020927	-0.00159607	0.00031619	-0.00159684	0.00212231
0.00020347	-0.00161996	0.00030324	-0.00162063	0.00212734
0.00019938	-0.00162980	0.00029829	-0.00163045	0.00212812
0.00019601	-0.00163754	0.00029857	-0.00163824	0.00213282
0.00019484	-0.00164416	0.00029924	-0.00164488	0.00213896
0.00019557	-0.00164940	0.00030146	-0.00165014	0.00214718
0.00019733	-0.00165435	0.00030345	-0.00165509	0.00215586
0.00019726	-0.00165757	0.00030299	-0.00165830	0.00215855
0.00019342	-0.00165971	0.00030339	-0.00166050	0.00215731
0.00019575	-0.00166375	0.00030312	-0.00166450	0.00216337
0.00019638	-0.00166712	0.00030316	-0.00166786	0.00216741
0.00019692	-0.00166580	0.00030358	-0.00166654	0.00216705
0.00019675	-0.00166715	0.00030325	-0.00166788	0.00216788
0.00019733	-0.00166900	0.00030571	-0.00166976	0.00217279
0.00019722	-0.00166817	0.00030397	-0.00166891	0.00217010
0.00019862	-0.00166890	0.00030402	-0.00166962	0.00217227
0.00019787	-0.00166962	0.00030516	-0.00167037	0.00217340
0.00019716	-0.00166844	0.00030764	-0.00166924	0.00217403
0.00019848	-0.00167021	0.00030680	-0.00167098	0.00217625
0.00019794	-0.00166989	0.00030745	-0.00167067	0.00217606
0.00020018	-0.00167037	0.00030373	-0.00167107	0.00217498
0.00019957	-0.00167252	0.00030935	-0.00167330	0.00218222
0.00020102	-0.00167183	0.00031074	-0.00167261	0.00218437
0.00020488	-0.00167109	0.00031324	-0.00167185	0.00218997
0.00020661	-0.00167570	0.00031531	-0.00167646	0.00219838
0.00020704	-0.00168578	0.00031450	-0.00168652	0.00220806
0.00020411	-0.00169431	0.00031208	-0.00169505	0.00221125
0.00020289	-0.00170362	0.00031185	-0.00170438	0.00221912
0.00020105	-0.00170763	0.00030972	-0.00170838	0.00221914
0.00020380	-0.00170775	0.00030819	-0.00170845	0.00222044
0.00020342	-0.00171092	0.00030861	-0.00171162	0.00222365
0.00020673	-0.00171412	0.00030976	-0.00171479	0.00223128
0.00020880	-0.00171831	0.00030617	-0.00171891	0.00223388
0.00020792	-0.00171971	0.00030419	-0.00172030	0.00223241
0.00021029	-0.00172239	0.00030399	-0.00172294	0.00223723
0.00021249	-0.00172376	0.00030316	-0.00172428	0.00223993
0.00021236	-0.00172522	0.00030211	-0.00172573	0.00224020
0.00021111	-0.00172614	0.00030456	-0.00172669	0.00224235
0.00021248	-0.00172665	0.00030415	-0.00172718	0.00224381
0.00021524	-0.00173011	0.00030459	-0.00173061	0.00225043
0.00021279	-0.00173019	0.00030357	-0.00173071	0.00224708
0.00021256	-0.00172898	0.00030512	-0.00172952	0.00224720
0.00021399	-0.00172806	0.00030476	-0.00172858	0.00224732
0.00021451	-0.00173072	0.00030667	-0.00173125	0.00225243
0.00021482	-0.00172769	0.00030737	-0.00172823	0.00225042
0.00021575	-0.00172931	0.00030563	-0.00172982	0.00225120
0.00021852	-0.00172962	0.00030760	-0.00173011	0.00225624
0.00022013	-0.00173232	0.00031148	-0.00173285	0.00226446
0.00022172	-0.00173534	0.00031525	-0.00173589	0.00227285
0.00022280	-0.00174600	0.00031529	-0.00174653	0.00228462
0.00021396	-0.00176876	0.00031591	-0.00176940	0.00229926
0.00019987	-0.00178738	0.00031777	-0.00178823	0.00230587
0.00019715	-0.00179598	0.00032003	-0.00179690	0.00231408
0.00019423	-0.00180103	0.00032199	-0.00180202	0.00231824
0.00019547	-0.00180693	0.00032326	-0.00180792	0.00232664
0.00019712	-0.00181247	0.00032564	-0.00181346	0.00233622
0.00019755	-0.00181391	0.00032818	-0.00181493	0.00234067
0.00019678	-0.00181602	0.00032871	-0.00181707	0.00234256
0.00019811	-0.00181710	0.00032885	-0.00181813	0.00234508
0.00019824	-0.00181833	0.00032945	-0.00181936	0.00234705
0.00019805	-0.00182215	0.00033164	-0.00182322	0.00235292
0.00019775	-0.00181884	0.00033111	-0.00181990	0.00234877
0.00019964	-0.00182145	0.00033137	-0.00182249	0.00235350
0.00019952	-0.00182271	0.00033063	-0.00182374	0.00235389
0.00020196	-0.00182287	0.00033128	-0.00182387	0.00235710
0.00020178	-0.00182283	0.00033243	-0.00182385	0.00235806
0.00020086	-0.00182526	0.00033309	-0.00182631	0.00236026
0.00020175	-0.00182395	0.00033324	-0.00182498	0.00235997
0.00020202	-0.00182231	0.00033379	-0.00182335	0.00235917
0.00020383	-0.00182624	0.00033506	-0.00182727	0.00236616
0.00020181	-0.00182729	0.00033481	-0.00182835	0.00236497
0.00020543	-0.00182514	0.00033780	-0.00182619	0.00236942
0.00020804	-0.00182776	0.00033941	-0.00182879	0.00237624
0.00021053	-0.00183113	0.00034252	-0.00183217	0.00238522
0.00021272	-0.00183360	0.00034404	-0.00183462	0.00239138
0.00021279	-0.00184022	0.00034293	-0.00184122	0.00239694
0.00021322	-0.00184931	0.00034085	-0.00185027	0.00240434
0.00021474	-0.00185441	0.00033769	-0.00185530	0.00240773
0.00021609	-0.00185737	0.00033357	-0.00185818	0.00240785
0.00021829	-0.00186031	0.00033416	-0.00186109	0.00241355
0.00021900	-0.00186354	0.00033225	-0.00186429	0.00241554
0.00021977	-0.00186414	0.00033074	-0.00186486	0.00241537
0.00022233	-0.00186563	0.00033112	-0.00186632	0.00241978
0.00022234	-0.00186618	0.00033081	-0.00186686	0.00242001
0.00022158	-0.00186883	0.00033184	-0.00186954	0.00242296
0.00022253	-0.00186959	0.00033128	-0.00187028	0.00242408
0.00022303	-0.00186801	0.00033118	-0.00186869	0.00242290
0.00022377	-0.00186910	0.00033066	-0.00186976	0.00242419
0.00022124	-0.00186906	0.00033016	-0.00186975	0.00242115
0.00022527	-0.00186926	0.00033082	-0.00186991	0.00242601
0.00022406	-0.00186990	0.00033256	-0.00187059	0.00242721
0.00022506	-0.00187089	0.00033161	-0.00187155	0.00242822
0.00022556	-0.00186845	0.00033212	-0.00186911	0.00242679
0.00022580	-0.00186851	0.00033283	-0.00186918	0.00242781
0.00022667	-0.00186857	0.00033190	-0.00186921	0.00242779
0.00022606	-0.00187186	0.00033536	-0.00187256	0.00243398
0.00022691	-0.00186959	0.00033518	-0.00187027	0.00243236
0.00022568	-0.00187181	0.00033323	-0.00187249	0.00243140
0.00022699	-0.00186853	0.00033336	-0.00186918	0.00242954
0.00023061	-0.00187205	0.00033634	-0.00187270	0.00243965
0.00023292	-0.00187388	0.00034037	-0.00187455	0.00244785
0.00023478	-0.00187412	0.00034295	-0.00187480	0.00245253
0.00023793	-0.00188549	0.00034072	-0.00188610	0.00246474
0.00023278	-0.00189371	0.00033697	-0.00189433	0.00246409
0.00022992	-0.00189566	0.00033312	-0.00189627	0.00245931
0.00023206	-0.00189850	0.00033252	-0.00189908	0.00246366
0.00023186	-0.00190161	0.00033179	-0.00190218	0.00246583
0.00023487	-0.00190254	0.00033003	-0.00190306	0.00246797
0.00023610	-0.00190296	0.00033196	-0.00190349	0.00247156
0.00023502	-0.00190519	0.00033244	-0.00190573	0.00247319
0.00023658	-0.00190679	0.00033127	-0.00190731	0.00247516
0.00023901	-0.00190935	0.00033412	-0.00190987	0.00248300
0.00023994	-0.00190782	0.00033334	-0.00190832	0.00248159
0.00023992	-0.00190986	0.00033175	-0.00191034	0.00248201
0.00023944	-0.00191160	0.00033096	-0.00191207	0.00248247
0.00024272	-0.00191053	0.00033233	-0.00191099	0.00248604
0.00024133	-0.00191273	0.00033290	-0.00191321	0.00248744
0.00024035	-0.00191407	0.00033067	-0.00191453	0.00248556
0.00024092	-0.00191239	0.00033298	-0.00191288	0.00248678
0.00024337	-0.00191397	0.00033406	-0.00191444	0.00249187
0.00024405	-0.00191381	0.00033282	-0.00191426	0.00249113
0.00024326	-0.00191303	0.00033384	-0.00191350	0.00249060
0.00024412	-0.00191569	0.00033425	-0.00191615	0.00249452
0.00024465	-0.00191523	0.00033474	-0.00191570	0.00249509
0.00024476	-0.00191575	0.00033325	-0.00191619	0.00249420
0.00024237	-0.00191496	0.00033540	-0.00191545	0.00249322
0.00024485	-0.00191664	0.00033513	-0.00191710	0.00249708
0.00024617	-0.00191635	0.00033334	-0.00191678	0.00249629
0.00024396	-0.00191676	0.00033599	-0.00191724	0.00249719
0.00024701	-0.00191916	0.00033743	-0.00191963	0.00250406
0.00024771	-0.00191746	0.00033857	-0.00191793	0.00250421
0.00024994	-0.00191785	0.00033860	-0.00191829	0.00250683
0.00024923	-0.00191989	0.00034054	-0.00192036	0.00251014
0.00025226	-0.00192043	0.00034086	-0.00192088	0.00251400
0.00025058	-0.00192282	0.00033858	-0.00192325	0.00251241
0.00025334	-0.00192131	0.00034187	-0.00192175	0.00251696
0.00025362	-0.00192401	0.00034374	-0.00192447	0.00252182
0.00025331	-0.00192652	0.00034213	-0.00192696	0.00252240
0.00025341	-0.00192933	0.00034432	-0.00192980	0.00252752
0.00025366	-0.00193097	0.00034519	-0.00193144	0.00253029
0.00025324	-0.00193345	0.00034384	-0.00193391	0.00253099
0.00024981	-0.00193682	0.00034717	-0.00193735	0.00253433
0.00025127	-0.00193904	0.00034592	-0.00193954	0.00253673
0.00025118	-0.00193842	0.00034704	-0.00193893	0.00253715
0.00025055	-0.00194139	0.00034685	-0.00194191	0.00253930
0.00025019	-0.00194227	0.00034669	-0.00194279	0.00253968
0.00024914	-0.00194279	0.00034778	-0.00194334	0.00254026
0.00024952	-0.00194426	0.00034634	-0.00194478	0.00254065
0.00024924	-0.00194500	0.00034594	-0.00194552	0.00254071
0.00025032	-0.00194414	0.00034894	-0.00194468	0.00254394
0.00024953	-0.00194410	0.00034752	-0.00194463	0.00254169
0.00025094	-0.00194502	0.00034942	-0.00194556	0.00254592
0.00025189	-0.00194474	0.00034897	-0.00194527	0.00254613
0.00025013	-0.00194569	0.00034903	-0.00194624	0.00254540
0.00024981	-0.00194734	0.00034931	-0.00194789	0.00254701
0.00024895	-0.00194706	0.00035002	-0.00194763	0.00254660
0.00024991	-0.00194784	0.00035001	-0.00194840	0.00254832
0.00025126	-0.00194467	0.00034827	-0.00194520	0.00254473
0.00024986	-0.00194692	0.00035079	-0.00194749	0.00254814
0.00025017	-0.00194627	0.00034920	-0.00194682	0.00254619
0.00025108	-0.00194704	0.00035082	-0.00194760	0.00254950
0.00025128	-0.00194860	0.00035276	-0.00194917	0.00255321
0.00025179	-0.00194908	0.00035085	-0.00194962	0.00255226
0.00025208	-0.00194978	0.00035141	-0.00195032	0.00255381
0.00025141	-0.00194888	0.00034797	-0.00194940	0.00254878
0.00025284	-0.00194754	0.00035016	-0.00194807	0.00255107
0.00025253	-0.00194784	0.00035013	-0.00194837	0.00255103
0.00025123	-0.00195012	0.00035153	-0.00195068	0.00255344
0.00025029	-0.00194907	0.00035158	-0.00194964	0.00255151
0.00025274	-0.00194987	0.00034997	-0.00195039	0.00255311
0.00025398	-0.00194953	0.00035207	-0.00195007	0.00255612
0.00025260	-0.00194961	0.00035152	-0.00195015	0.00255427
0.00025307	-0.00195038	0.00035181	-0.00195092	0.00255580
0.00025285	-0.00194875	0.00035308	-0.00194931	0.00255524
0.00025188	-0.00195090	0.00035231	-0.00195146	0.00255566
0.00025222	-0.00195031	0.00035406	-0.00195088	0.00255716
0.00025170	-0.00195080	0.00035270	-0.00195137	0.00255577
0.00025366	-0.00195090	0.00035424	-0.00195146	0.00255936
0.00025283	-0.00195055	0.00035404	-0.00195112	0.00255799
0.00025164	-0.00195061	0.00035341	-0.00195119	0.00255625
0.00025320	-0.00195160	0.00035479	-0.00195217	0.00256016
0.00025341	-0.00195164	0.00035462	-0.00195220	0.00256024
0.00025398	-0.00195132	0.00035466	-0.00195188	0.00256052
0.00025373	-0.00195144	0.00035478	-0.00195201	0.00256052
0.00025317	-0.00195081	0.00035434	-0.00195138	0.00255889
0.00025350	-0.00195278	0.00035330	-0.00195333	0.00256013
0.00025380	-0.00195131	0.00035619	-0.00195189	0.00256188
0.00025223	-0.00195207	0.00035505	-0.00195265	0.00255993
0.00025282	-0.00194835	0.00035465	-0.00194893	0.00255640
0.00025505	-0.00195130	0.00035607	-0.00195186	0.00256297
0.00025642	-0.00194987	0.00035403	-0.00195040	0.00256085
0.00025517	-0.00195195	0.00035670	-0.00195252	0.00256439
0.00025522	-0.00195341	0.00035482	-0.00195396	0.00256401
0.00025304	-0.00195142	0.00035639	-0.00195201	0.00256144
0.00025388	-0.00195132	0.00035508	-0.00195188	0.00256084
0.00025451	-0.00195030	0.00035574	-0.00195087	0.00256112
0.00025472	-0.00195300	0.00035685	-0.00195358	0.00256516
0.00025363	-0.00195158	0.00035481	-0.00195215	0.00256059
0.00025533	-0.00195296	0.00035421	-0.00195350	0.00256304
0.00025530	-0.00195205	0.00035697	-0.00195262	0.00256489
0.00025477	-0.00195249	0.00035551	-0.00195305	0.00256333
0.00025631	-0.00195331	0.00035744	-0.00195388	0.00256763
0.00025731	-0.00195282	0.00035708	-0.00195337	0.00256776
0.00025581	-0.00195438	0.00035621	-0.00195494	0.00256695
0.00025661	-0.00195390	0.00035634	-0.00195445	0.00256741
0.00025768	-0.00195241	0.00035685	-0.00195295	0.00256748
0.00025663	-0.00195165	0.00035688	-0.00195221	0.00256572
0.00025633	-0.00195277	0.00035615	-0.00195332	0.00256580
0.00025665	-0.00195223	0.00035708	-0.00195279	0.00256652
0.00025831	-0.00195214	0.00036107	-0.00195273	0.00257210
0.00026069	-0.00195426	0.00036022	-0.00195480	0.00257571
0.00026318	-0.00195420	0.00036370	-0.00195476	0.00258164
0.00026310	-0.00195636	0.00036594	-0.00195694	0.00258598
0.00026394	-0.00196021	0.00036845	-0.00196081	0.00259321
0.00026081	-0.00197222	0.00036787	-0.00197284	0.00260153
0.00024995	-0.00198409	0.00036271	-0.00198478	0.00259743
0.00024320	-0.00199131	0.00036405	-0.00199210	0.00259935
0.00024248	-0.00199356	0.00036501	-0.00199437	0.00260186
0.00024064	-0.00199498	0.00036637	-0.00199584	0.00260285
0.00023929	-0.00199593	0.00036885	-0.00199685	0.00260499
0.00023942	-0.00199758	0.00036568	-0.00199845	0.00260355
0.00023756	-0.00199643	0.00036874	-0.00199737	0.00260367
0.00023862	-0.00199768	0.00037007	-0.00199862	0.00260731
0.00023673	-0.00199883	0.00037013	-0.00199979	0.00260665
0.00023781	-0.00199817	0.00037033	-0.00199912	0.00260727
0.00023588	-0.00200154	0.00037171	-0.00200254	0.00261013
0.00023716	-0.00199898	0.00037116	-0.00199996	0.00260827
0.00023768	-0.00200242	0.00037170	-0.00200339	0.00261277
0.00023843	-0.00200115	0.00037208	-0.00200212	0.00261263
0.00023845	-0.00200091	0.00037305	-0.00200190	0.00261339
0.00023889	-0.00200117	0.00037103	-0.00200211	0.00261203
0.00023836	-0.00200180	0.00037283	-0.00200278	0.00261397
0.00023804	-0.00200143	0.00037212	-0.00200241	0.00261256
0.00023765	-0.00200151	0.00037405	-0.00200251	0.00261422
0.00023814	-0.00200237	0.00037362	-0.00200336	0.00261513
0.00023982	-0.00200321	0.00037819	-0.00200424	0.00262226
0.00024087	-0.00200484	0.00037999	-0.00200588	0.00262674
0.00024453	-0.00200858	0.00038273	-0.00200961	0.00263687
0.00023804	-0.00203565	0.00038214	-0.00203675	0.00265693
0.00023930	-0.00206998	0.00036903	-0.00207087	0.00267921
0.00023702	-0.00208190	0.00036604	-0.00208278	0.00268583
0.00024146	-0.00209000	0.00036662	-0.00209082	0.00269890
0.00024019	-0.00209417	0.00036712	-0.00209501	0.00270232
0.00024219	-0.00209775	0.00036481	-0.00209853	0.00270553
0.00024326	-0.00210342	0.00036777	-0.00210423	0.00271526
0.00024262	-0.00210523	0.00036725	-0.00210604	0.00271591
0.00024338	-0.00210818	0.00036850	-0.00210900	0.00272087
0.00024348	-0.00211078	0.00036919	-0.00211160	0.00272427
0.00024343	-0.00211157	0.00036891	-0.00211238	0.00272473
0.00024462	-0.00211165	0.00037025	-0.00211247	0.00272734
0.00024486	-0.00211226	0.00037078	-0.00211308	0.00272872
0.00024760	-0.00211041	0.00037202	-0.00211121	0.00273083
0.00024813	-0.00211290	0.00037140	-0.00211369	0.00273322
0.00024971	-0.00211410	0.00037215	-0.00211487	0.00273673
0.00024657	-0.00211520	0.00037405	-0.00211604	0.00273666
0.00024811	-0.00211545	0.00037281	-0.00211625	0.00273717
0.00024939	-0.00211330	0.00037274	-0.00211408	0.00273622
0.00024776	-0.00211398	0.00037489	-0.00211481	0.00273746
0.00025000	-0.00211427	0.00037231	-0.00211504	0.00273734
0.00025077	-0.00211637	0.00037494	-0.00211716	0.00274287
0.00025155	-0.00211567	0.00037637	-0.00211647	0.00274439
0.00025014	-0.00211657	0.00037447	-0.00211737	0.00274197
0.00025208	-0.00211724	0.00037535	-0.00211802	0.00274545
0.00025331	-0.00211589	0.00037698	-0.00211668	0.00274698
0.00025301	-0.00211725	0.00037703	-0.00211804	0.00274807
0.00025187	-0.00211587	0.00037648	-0.00211667	0.00274502
0.00025331	-0.00211757	0.00037702	-0.00211835	0.00274868
0.00025421	-0.00211788	0.00037815	-0.00211867	0.00275103
0.00025371	-0.00211825	0.00037876	-0.00211905	0.00275153
0.00025334	-0.00211755	0.00037715	-0.00211834	0.00274882
0.00025373	-0.00211750	0.00037760	-0.00211829	0.00274962
0.00025253	-0.00211931	0.00037652	-0.00212010	0.00274915
0.00025413	-0.00211935	0.00037742	-0.00212013	0.00275168
0.00025577	-0.00211785	0.00037931	-0.00211863	0.00275372
0.00025444	-0.00211891	0.00037816	-0.00211970	0.00275230
0.00025438	-0.00211787	0.00037791	-0.00211865	0.00275095
0.00025391	-0.00211923	0.00037742	-0.00212001	0.00275134
0.00025415	-0.00211844	0.00037883	-0.00211923	0.00275221
0.00025429	-0.00211858	0.00037899	-0.00211938	0.00275266
0.00025648	-0.00211833	0.00037946	-0.00211911	0.00275505
0.00025385	-0.00211812	0.00038045	-0.00211894	0.00275324
0.00025771	-0.00212078	0.00038280	-0.00212158	0.00276210
0.00025820	-0.00212088	0.00038315	-0.00212168	0.00276303
0.00026167	-0.00212268	0.00038292	-0.00212343	0.00276802
0.00026217	-0.00212087	0.00038678	-0.00212167	0.00277061
0.00026538	-0.00212290	0.00038883	-0.00212368	0.00277789
0.00026764	-0.00212749	0.00038752	-0.00212822	0.00278337
0.00026249	-0.00213793	0.00038014	-0.00213864	0.00278127
0.00026497	-0.00214425	0.00037547	-0.00214487	0.00278531
0.00026918	-0.00214875	0.00036786	-0.00214925	0.00278628
0.00027109	-0.00215056	0.00036665	-0.00215102	0.00278877
0.00027418	-0.00215104	0.00036289	-0.00215144	0.00278851
0.00027545	-0.00215361	0.00036258	-0.00215399	0.00279202
0.00027373	-0.00215475	0.00036343	-0.00215515	0.00279231
0.00027413	-0.00215592	0.00036258	-0.00215632	0.00279302
0.00027342	-0.00215668	0.00036326	-0.00215709	0.00279378
0.00027642	-0.00215677	0.00036208	-0.00215714	0.00279564
0.00027799	-0.00215864	0.00036320	-0.00215901	0.00280019
0.00027639	-0.00215752	0.00036245	-0.00215789	0.00279673
0.00027780	-0.00215821	0.00036261	-0.00215857	0.00279897
0.00027694	-0.00215813	0.00036210	-0.00215850	0.00279754
0.00027794	-0.00215934	0.00036190	-0.00215970	0.00279953
0.00027878	-0.00215760	0.00036229	-0.00215796	0.00279903
0.00027939	-0.00215754	0.00036494	-0.00215791	0.00280225
0.00027995	-0.00215865	0.00036338	-0.00215900	0.00280233
0.00028208	-0.00215969	0.00036267	-0.00216002	0.00280477
0.00028418	-0.00215984	0.00036775	-0.00216019	0.00281212
